Address,Parcel ID,Contractor Name,Price,Primary Funding Source,Demolition Date,Commercial Building,Council_District,Neighborhood,Latitude,Longitude,Location
9316 Sussex,22045957.,Rickman Enterprise Group,12670.00,HHF,06/21/2016,No,7,We Care Community,42.363514,-83.193688,"location
(42.363514, -83.193688)"
14004 Ardmore,22034526.,Rickman Enterprise Group,13623.48,HHF,10/19/2017,No,7,Grand River-I96,42.389422,-83.18369,"location
(42.389422, -83.18369)"
14650 Cruse,22034101.,"Adamo Group, Inc.",12225.00,HHF,09/14/2017,No,2,Bethune Community,42.396872,-83.18283,"location
(42.396872, -83.18283)"
5650 Livernois,16017267.,Smalley,19000.00,Non-HHF,03/16/2018,Yes,6,Chadsey Condon,42.341619,-83.127517,"location
(42.341619, -83.127517)"
8827 Lauder,22042674.,Den-Man Contractors,24372.00,HHF,10/10/2018,No,7,We Care Community,42.358783,-83.189736,"location
(42.358783, -83.189736)"
8931 Rutherford,22056731.006,Den-Man Contractors,18215.00,HHF,04/19/2018,No,7,Joy Community,42.35993,-83.20266,"location
(42.35993, -83.20266)"
9158 Asbury Park,22061113.009L,DMC Consultants,30233.00,HHF,01/17/2018,No,7,Joy Community,42.361529,-83.206432,"location
(42.361529, -83.206432)"
10016 Asbury Park,22061149.,"Adamo Group, Inc.",13554.00,HHF,08/22/2017,No,7,Joy Community,42.369356,-83.206728,"location
(42.369356, -83.206728)"
16530 Asbury Park,22061409.,Homrich,10600.00,HHF,07/05/2016,No,1,Crary/St Marys,42.410841,-83.208543,"location
(42.410841, -83.208543)"
17556 Asbury Park,22061500-1,"Adamo Group, Inc.",11552.00,HHF,06/21/2016,No,2,College Park,42.420355,-83.208835,"location
(42.420355, -83.208835)"
11367 Sorrento,22024328.,Salenbien Trucking & Excavating Inc.,18745.22,HHF,12/13/2018,No,7,Barton-McFarland,42.371761,-83.172163,"location
(42.371761, -83.172163)"
9950 Forrer,22053736.,Able Demolition,17278.90,HHF,10/29/2018,No,7,Joy Community,42.368566,-83.200669,"location
(42.368566, -83.200669)"
14157 Hubbell,22040086.,Able Demolition,11615.00,HHF,09/14/2017,No,1,Hubbell-Lyndon,42.390867,-83.188764,"location
(42.390867, -83.188764)"
13339 Hubbell,22040112.,Able Demolition,12228.27,HHF,09/13/2017,No,1,Schoolcraft Southfield,42.385995,-83.188694,"location
(42.385995, -83.188694)"
7417 Brace,22081244.,DMC Consultants,14945.00,HHF,08/22/2016,No,7,Warrendale,42.34642,-83.223586,"location
(42.34642, -83.223586)"
7381 Brace,22081249.,Rickman Enterprise Group,20675.40,HHF,08/06/2018,No,7,Warrendale,42.34594,-83.223569,"location
(42.34594, -83.223569)"
7333 Brace,22081256.,Rickman Enterprise Group,12758.40,HHF,08/06/2018,No,7,Warrendale,42.345267,-83.223544,"location
(42.345267, -83.223544)"
12134 Rutherford,22055836.,"Adamo Group, Inc.",12405.00,HHF,10/06/2017,No,7,Plymouth-I96,42.376609,-83.202168,"location
(42.376609, -83.202168)"
14440 Rutherford,22055942.,Gayanga Co,12525.00,Non-HHF,05/01/2018,No,1,Greenfield-Grand River,42.393639,-83.203492,"location
(42.393639, -83.203492)"
9653 Forrer,22054696.,Able Demolition,14813.90,HHF,10/26/2018,No,7,Joy Community,42.367522,-83.201312,"location
(42.367522, -83.201312)"
9627 Forrer,22054700.,Able Demolition,26300.90,HHF,10/26/2018,No,7,Joy Community,42.367138,-83.201297,"location
(42.367138, -83.201297)"
9135 Forrer,22054736.,Den-Man Contractors,14125.00,HHF,04/26/2018,No,7,Joy Community,42.3613,-83.200602,"location
(42.3613, -83.200602)"
11696 Littlefield,22026626.,Able Demolition,12322.00,Non-HHF,09/21/2018,No,7,Pride Area Community,42.374519,-83.175264,"location
(42.374519, -83.175264)"
11738 Littlefield,22026631.,"Adamo Group, Inc.",11760.00,HHF,10/16/2017,No,7,Pride Area Community,42.375081,-83.175285,"location
(42.375081, -83.175285)"
18257 Winthrop,22052207.,"Adamo Group, Inc.",10510.00,HHF,06/27/2016,No,2,College Park,42.423998,-83.201407,"location
(42.423998, -83.201407)"
12093 Winthrop,22052492.,Salenbien Trucking & Excavating Inc.,15775.63,HHF,05/15/2018,No,7,Plymouth-I96,42.376083,-83.199243,"location
(42.376083, -83.199243)"
14803 Sussex,22046776.,Salenbien Trucking & Excavating Inc.,12165.00,HHF,04/18/2017,No,1,Hubbell-Lyndon,42.396949,-83.195161,"location
(42.396949, -83.195161)"
16221 Ardmore,22035160.,Homrich,11500.00,HHF,07/05/2016,No,1,Hubbell-Puritan,42.410931,-83.1852,"location
(42.410931, -83.1852)"
15809 Ardmore,22035186.,Able Demolition,13739.03,HHF,10/06/2017,No,1,Bethune Community,42.407536,-83.185033,"location
(42.407536, -83.185033)"
13985 Freeland,22036336.,DMC Consultants,14327.00,Non-HHF,09/10/2018,No,1,Hubbell-Lyndon,42.388719,-83.185267,"location
(42.388719, -83.185267)"
13236 Terry,22042917.,DMC Consultants,14495.00,Non-HHF,09/05/2018,No,1,Schoolcraft Southfield,42.384598,-83.191069,"location
(42.384598, -83.191069)"
6025 Westwood,22090374.,Rickman Enterprise Group,11943.00,HHF,06/27/2018,No,7,Warrendale,42.332767,-83.230453,"location
(42.332767, -83.230453)"
14325 Marlowe,22041329.,Able Demolition,16407.45,HHF,09/05/2017,No,1,Hubbell-Lyndon,42.392747,-83.189826,"location
(42.392747, -83.189826)"
13335 Marlowe,22041380.,Able Demolition,17336.65,HHF,09/05/2017,No,1,Schoolcraft Southfield,42.385959,-83.189748,"location
(42.385959, -83.189748)"
7807 Montrose,22053430.,"Adamo Group, Inc.",14353.00,Non-HHF,11/20/2017,No,7,Warren Ave Community,42.349932,-83.199328,"location
(42.349932, -83.199328)"
6309 Montrose,22053545.,Rickman Enterprise Group,6320.00,HHF,06/06/2018,No,7,Warren Ave Community,42.336626,-83.198725,"location
(42.336626, -83.198725)"
7276 Forrer,22053620.,Salenbien Trucking & Excavating Inc.,11030.72,HHF,12/06/2018,No,7,Warren Ave Community,42.344803,-83.19964,"location
(42.344803, -83.19964)"
12747 Hubbell,22040146.,DMC Consultants,14211.00,Non-HHF,09/05/2018,No,1,Schoolcraft Southfield,42.382164,-83.188558,"location
(42.382164, -83.188558)"
8591 Hubbell,22040322-3,DMC Consultants,10500.00,HHF,08/12/2016,No,7,Fiskhorn,42.357284,-83.187509,"location
(42.357284, -83.187509)"
19945 Avon,22081632.,"Adamo Group, Inc.",11584.00,HHF,06/21/2016,No,1,O'Hair Park,42.43818,-83.227369,"location
(42.43818, -83.227369)"
18787 Avon,22081688-9,"Adamo Group, Inc.",9557.00,HHF,06/27/2016,No,1,Evergreen-Outer Drive,42.429372,-83.226796,"location
(42.429372, -83.226796)"
19203 Glastonbury,22082362.,"Adamo Group, Inc.",12510.00,HHF,06/21/2016,No,1,O'Hair Park,42.431462,-83.223381,"location
(42.431462, -83.223381)"
19379 Annchester,22091920.,"Adamo Group, Inc.",13820.00,HHF,06/21/2016,No,1,O'Hair Park,42.433117,-83.236028,"location
(42.433117, -83.236028)"
9911 Rutherford,22056708.,"Adamo Group, Inc.",16853.00,HHF,09/12/2017,No,7,Joy Community,42.367981,-83.202505,"location
(42.367981, -83.202505)"
14898 Littlefield,22026752.,"Adamo Group, Inc.",13995.00,HHF,04/02/2018,No,2,Bethune Community,42.398759,-83.17541,"location
(42.398759, -83.17541)"
4677 17th St,10006936.,Smalley,8800.00,Non-HHF,02/01/2018,No,6,Core City,42.346554,-83.089556,"location
(42.346554, -83.089556)"
19405 Gable,13012559.,Salenbien Trucking & Excavating Inc.,22899.89,HHF,07/31/2018,No,3,Farwell,42.437615,-83.043155,"location
(42.437615, -83.043155)"
13257 Gable,13012738.,Rickman Enterprise Group,11150.00,HHF,06/25/2016,No,3,Buffalo Charles,42.414961,-83.042042,"location
(42.414961, -83.042042)"
2693 Hooker,10000765.,Salenbien Trucking & Excavating Inc.,15500.00,HHF,08/01/2016,No,5,NW Goldberg,42.355706,-83.098036,"location
(42.355706, -83.098036)"
2691 Marquette,10000813-4,Salenbien Trucking & Excavating Inc.,16800.00,HHF,07/29/2016,No,5,NW Goldberg,42.356402,-83.098569,"location
(42.356402, -83.098569)"
2531 Hazelwood,10002187.,Homrich,9530.00,HHF,06/13/2016,No,5,North LaSalle,42.371414,-83.106676,"location
(42.371414, -83.106676)"
5285 Linwood,10007798.,Blue Star,22656.00,HHF,11/13/2018,No,5,Woodbridge,42.351284,-83.09376,"location
(42.351284, -83.09376)"
3986 Humboldt,10008172.,DMC Consultants,13840.00,HHF,09/16/2016,No,6,Core City,42.341596,-83.088966,"location
(42.341596, -83.088966)"
17372 Russell,09020574.002L,Blue Star,17900.00,HHF,06/13/2016,No,3,Cadillac Heights,42.421113,-83.089376,"location
(42.421113, -83.089376)"
15851 Parkside,12011533.,Salenbien Trucking & Excavating Inc.,10125.00,HHF,04/04/2017,No,2,Pilgrim Village,42.408612,-83.13188,"location
(42.408612, -83.13188)"
15483 Parkside,12011564.,Homrich,14600.00,HHF,06/27/2016,No,2,Pilgrim Village,42.405847,-83.131766,"location
(42.405847, -83.131766)"
14875 Parkside,12011617.,Homrich,15965.00,HHF,01/03/2019,No,2,Dexter-Fenkell,42.400075,-83.131077,"location
(42.400075, -83.131077)"
14820 Muirland,12011633-4,Homrich,9600.00,HHF,06/27/2016,No,2,Dexter-Fenkell,42.399311,-83.132793,"location
(42.399311, -83.132793)"
14868 Muirland,12011641.,DMC Consultants,22236.00,HHF,08/02/2016,No,2,Dexter-Fenkell,42.399948,-83.132819,"location
(42.399948, -83.132819)"
3142 Heidelberg,13001338.,Homrich,13800.00,HHF,08/01/2016,No,5,McDougall-Hunt,42.356293,-83.027299,"location
(42.356293, -83.027299)"
5235 Grandy,11003888.,Den-Man Contractors,7950.00,Non-HHF,03/14/2018,No,5,Poletown East,42.368272,-83.040325,"location
(42.368272, -83.040325)"
5229 Grandy,11003889.,Den-Man Contractors,8550.00,Non-HHF,03/14/2018,No,5,Poletown East,42.368198,-83.040277,"location
(42.368198, -83.040277)"
20514 Hawthorne,09021686.,Gayanga Co,25880.00,Non-HHF,10/12/2018,No,3,Nolan,42.446437,-83.092806,"location
(42.446437, -83.092806)"
20471 Hawthorne,09021699.,Blue Star,10600.00,HHF,06/10/2016,No,3,Nolan,42.445833,-83.093362,"location
(42.445833, -83.093362)"
20467 Hawthorne,09021700.,Blue Star,23900.00,HHF,06/10/2016,No,3,Nolan,42.445737,-83.093357,"location
(42.445737, -83.093357)"
5329 24th St,12008819.,ABC Demolition,7300.00,HHF,06/06/2016,No,6,Chadsey Condon,42.348349,-83.103206,"location
(42.348349, -83.103206)"
5255 24th St,12008831.,Homrich,18642.25,HHF,09/04/2018,No,6,Chadsey Condon,42.347462,-83.102638,"location
(42.347462, -83.102638)"
2754 Clairmount,10002410.,DMC Consultants,16613.50,HHF,04/05/2017,No,5,Jamison,42.372079,-83.110988,"location
(42.372079, -83.110988)"
5237 24th St,12008834.,Blue Star,20643.00,HHF,08/16/2018,No,6,Chadsey Condon,42.347239,-83.102496,"location
(42.347239, -83.102496)"
13809 Arlington,09013846.,Gayanga Co,14864.00,Non-HHF,09/22/2018,No,3,North Campau,42.413945,-83.074142,"location
(42.413945, -83.074142)"
2672 Marquette,10000837.,Salenbien Trucking & Excavating Inc.,8480.00,HHF,07/29/2016,No,5,NW Goldberg,42.356912,-83.098693,"location
(42.356912, -83.098693)"
2644 Marquette,10000842.,Salenbien Trucking & Excavating Inc.,6120.00,HHF,07/29/2016,No,5,NW Goldberg,42.357143,-83.098234,"location
(42.357143, -83.098234)"
3033 Blaine,12002162.,"Adamo Group, Inc.",12036.00,HHF,07/18/2016,No,5,Jamison,42.367268,-83.110963,"location
(42.367268, -83.110963)"
3222 Blaine,12002206.,Den-Man Contractors,22680.00,Non-HHF,08/17/2017,No,5,Jamison,42.366893,-83.111956,"location
(42.366893, -83.111956)"
2950 Blaine,12002223.,"Adamo Group, Inc.",12767.00,HHF,07/18/2016,No,5,Jamison,42.368154,-83.109958,"location
(42.368154, -83.109958)"
2920 Blaine,12002228.,"Adamo Group, Inc.",12592.00,HHF,07/18/2016,No,5,Jamison,42.368341,-83.109463,"location
(42.368341, -83.109463)"
14904 Muirland,12011647.,Direct Construction Services,15950.90,HHF,08/08/2016,No,2,Dexter-Fenkell,42.400442,-83.132838,"location
(42.400442, -83.132838)"
15014 Muirland,12011652.,DMC Consultants,10792.00,HHF,08/02/2016,No,2,Dexter-Fenkell,42.400996,-83.132873,"location
(42.400996, -83.132873)"
15081 Muirland,12011924.,Rickman Enterprise Group,15510.00,HHF,06/04/2016,No,2,Dexter-Fenkell,42.401876,-83.133512,"location
(42.401876, -83.133512)"
15870 Fairfield,12012058.,Rickman Enterprise Group,21810.00,HHF,06/04/2016,No,2,Pilgrim Village,42.408817,-83.134266,"location
(42.408817, -83.134266)"
3704 Zender,13001723.,Salenbien Trucking & Excavating Inc.,11000.00,HHF,05/09/2016,No,5,McDougall-Hunt,42.362265,-83.023103,"location
(42.362265, -83.023103)"
3684 Zender,13001727.,DMC Consultants,28789.00,HHF,10/11/2018,No,5,McDougall-Hunt,42.362124,-83.023504,"location
(42.362124, -83.023504)"
3351 W Hancock,12000589.,Salenbien Trucking & Excavating Inc.,16396.00,HHF,05/18/2016,No,6,Chadsey Condon,42.344136,-83.098187,"location
(42.344136, -83.098187)"
3357 W Hancock,12000590.,Homrich,13060.00,HHF,05/10/2016,No,6,Chadsey Condon,42.344104,-83.098289,"location
(42.344104, -83.098289)"
20225 Hawthorne,09021716.,Blue Star,11500.00,HHF,06/10/2016,No,3,Nolan,42.444067,-83.093291,"location
(42.444067, -83.093291)"
19198 Cameron,09021829.,Blue Star,15400.00,HHF,06/13/2016,No,3,Nolan,42.433964,-83.093382,"location
(42.433964, -83.093382)"
3138 E Edsel Ford,13003835.,Homrich,18400.00,HHF,07/19/2016,No,5,Poletown East,42.375844,-83.040242,"location
(42.375844, -83.040242)"
5037 24th St,12008851.,Salenbien Trucking & Excavating Inc.,6212.00,HHF,05/19/2016,No,6,Chadsey Condon,42.345605,-83.101449,"location
(42.345605, -83.101449)"
4285 24th St,12008905.,Blue Star,16492.70,HHF,08/16/2018,No,6,Chadsey Condon,42.340432,-83.098165,"location
(42.340432, -83.098165)"
4251 24th St,12008911.,Homrich,9400.00,HHF,05/17/2016,No,6,Chadsey Condon,42.339967,-83.097866,"location
(42.339967, -83.097866)"
3277 Carter,12002268.,Salenbien Trucking & Excavating Inc.,11918.75,HHF,08/18/2016,No,5,Jamison,42.367247,-83.113388,"location
(42.367247, -83.113388)"
5929 15th St,10005669.,Blue Star,14000.20,HHF,08/15/2018,No,5,NW Goldberg,42.356758,-83.092655,"location
(42.356758, -83.092655)"
5753 15th St,10005678.,Salenbien Trucking & Excavating Inc.,10664.00,HHF,08/25/2016,No,5,NW Goldberg,42.355804,-83.092117,"location
(42.355804, -83.092117)"
3635 W Warren,12000678.,"Berkshire Development, Inc.",13020.00,HHF,06/10/2016,No,6,Chadsey Condon,42.344563,-83.102388,"location
(42.344563, -83.102388)"
3350 Stanley,12000923.,Homrich,14100.00,HHF,06/06/2016,No,5,Midwest,42.3518,-83.102702,"location
(42.3518, -83.102702)"
20228 Danbury,09024965.,Gayanga Co,17900.00,Non-HHF,06/11/2018,No,3,Nolan,42.443888,-83.105904,"location
(42.443888, -83.105904)"
20408 Cameron,09021925.,Homrich,22350.86,HHF,11/01/2018,No,3,Nolan,42.444962,-83.093761,"location
(42.444962, -83.093761)"
20037 Cameron,09021992.,Able Demolition,16665.00,HHF,08/28/2017,No,3,Nolan,42.441744,-83.094211,"location
(42.441744, -83.094211)"
13418 Dwyer,13011699.,Able Demolition,19073.38,HHF,07/25/2017,No,3,Davison,42.415849,-83.040204,"location
(42.415849, -83.040204)"
2717 Grand,10004325.,Able Demolition,14503.60,HHF,06/15/2016,No,2,Oakman Blvd Community,42.393616,-83.125047,"location
(42.393616, -83.125047)"
3215 Tuxedo,12003511.,DMC Consultants,25230.00,HHF,10/18/2017,No,5,Dexter-Linwood,42.381241,-83.121342,"location
(42.381241, -83.121342)"
15458 Belden,12012263.,Able Demolition,24847.89,HHF,04/25/2017,No,2,Pilgrim Village,42.405447,-83.135113,"location
(42.405447, -83.135113)"
2516 Elmhurst,10003355.,DMC Consultants,21213.00,HHF,10/16/2017,No,5,Dexter-Linwood,42.385194,-83.115048,"location
(42.385194, -83.115048)"
2951 Northwestern,12001267.002L,"Adamo Group, Inc.",23542.00,HHF,07/21/2016,No,5,Wildemere Park,42.360558,-83.104819,"location
(42.360558, -83.104819)"
2513 Joseph Campau,11002806.,Homrich,10928.75,HHF,09/20/2016,No,5,McDougall-Hunt,42.351279,-83.027899,"location
(42.351279, -83.027899)"
5702 Winslow,12006640.,Homrich,12960.00,HHF,06/20/2016,No,5,NW Goldberg,42.352964,-83.098764,"location
(42.352964, -83.098764)"
3347 Leland,13001988.,Salenbien Trucking & Excavating Inc.,125.00,HHF,10/25/2018,No,5,McDougall-Hunt,42.361396,-83.028754,"location
(42.361396, -83.028754)"
2922 Doris,12005239.,Homrich,12860.00,HHF,06/28/2016,No,2,Oakman Blvd Community,42.397586,-83.129105,"location
(42.397586, -83.129105)"
2982 Whitney,12001494.,Esso Wrecking Co.,12200.00,HHF,07/21/2016,No,5,Wildemere Park,42.362223,-83.10662,"location
(42.362223, -83.10662)"
3957 23rd St,12008317-8,Salenbien Trucking & Excavating Inc.,7534.00,HHF,06/06/2016,No,6,Chadsey Condon,42.338916,-83.095812,"location
(42.338916, -83.095812)"
3272 Elmhurst,12003632.,Homrich,32091.37,HHF,12/13/2018,No,5,Dexter-Linwood,42.382206,-83.123183,"location
(42.382206, -83.123183)"
15893 Belden,12012317.,Smalley,12900.00,HHF,05/03/2018,No,2,Pilgrim Village,42.40912,-83.13581,"location
(42.40912, -83.13581)"
4854 Delta,13007012.,Homrich,9900.00,HHF,08/22/2016,No,3,Davison,42.4177,-83.052972,"location
(42.4177, -83.052972)"
19980 Omira,09022795.,Smalley,11800.00,Non-HHF,01/04/2018,No,3,Nolan,42.440943,-83.095922,"location
(42.440943, -83.095922)"
20495 Omira,09022858.,Gayanga Co,15907.00,Non-HHF,10/24/2018,No,3,Nolan,42.446048,-83.0967,"location
(42.446048, -83.0967)"
3381 E Alexandrine,13002054.,Homrich,18228.75,HHF,08/17/2016,No,5,McDougall-Hunt,42.362343,-83.028649,"location
(42.362343, -83.028649)"
3309 Superior,13002109.,Salenbien Trucking & Excavating Inc.,18904.97,HHF,10/24/2018,No,5,McDougall-Hunt,42.362552,-83.03029,"location
(42.362552, -83.03029)"
3552 Fremont,13002239.,Homrich,12728.75,HHF,08/15/2016,No,5,McDougall-Hunt,42.364456,-83.027624,"location
(42.364456, -83.027624)"
18499 Mound,13013185.,Blue Star,11900.00,HHF,06/07/2016,No,3,Krainz Woods,42.429308,-83.043965,"location
(42.429308, -83.043965)"
18000 Albany St,13013275.,Salenbien Trucking & Excavating Inc.,10262.50,HHF,05/17/2017,No,3,Krainz Woods,42.426435,-83.044299,"location
(42.426435, -83.044299)"
2723 Lothrop,10001128.,"Adamo Group, Inc.",16453.00,HHF,07/18/2016,No,5,Wildemere Park,42.360377,-83.102723,"location
(42.360377, -83.102723)"
2654 Doris,12005256.,DMC Consultants,17326.00,HHF,09/09/2016,No,2,Oakman Blvd Community,42.398392,-83.126924,"location
(42.398392, -83.126924)"
9258 Genessee,12005622.,DMC Consultants,23773.50,HHF,04/20/2017,No,5,Dexter-Linwood,42.372543,-83.113973,"location
(42.372543, -83.113973)"
4620 24th St,12008723.,Homrich,13590.00,HHF,06/08/2016,No,6,Chadsey Condon,42.343783,-83.099561,"location
(42.343783, -83.099561)"
15700 Princeton,12010979.,DMC Consultants,7800.00,HHF,08/03/2016,No,2,Pilgrim Village,42.406608,-83.128307,"location
(42.406608, -83.128307)"
20459 Fayette,09025162.,Gayanga Co,18295.00,Non-HHF,10/02/2018,No,3,Nolan,42.444461,-83.110273,"location
(42.444461, -83.110273)"
5766 Lawton,10008626.,Salenbien Trucking & Excavating Inc.,17930.00,HHF,07/27/2016,No,5,NW Goldberg,42.354108,-83.098254,"location
(42.354108, -83.098254)"
7346 Lawton,10008639.,"Adamo Group, Inc.",17883.00,HHF,07/18/2016,No,5,Wildemere Park,42.360103,-83.103173,"location
(42.360103, -83.103173)"
15875 Belden,12012320.,DMC Consultants,14687.50,HHF,07/28/2016,No,2,Pilgrim Village,42.408873,-83.1358,"location
(42.408873, -83.1358)"
15851 Belden,12012324.,DMC Consultants,14885.00,HHF,07/28/2016,No,2,Pilgrim Village,42.408544,-83.135787,"location
(42.408544, -83.135787)"
14881 Muirland,12011944.,Blue Star,17154.60,HHF,09/06/2018,No,2,Dexter-Fenkell,42.400079,-83.133426,"location
(42.400079, -83.133426)"
14841 Muirland,12011951.,Able Demolition,7070.00,HHF,06/15/2016,No,2,Dexter-Fenkell,42.399524,-83.133401,"location
(42.399524, -83.133401)"
14916 Fairfield,12011981.,Homrich,10700.00,HHF,06/29/2016,No,2,Dexter-Fenkell,42.400565,-83.133945,"location
(42.400565, -83.133945)"
15042 Fairfield,12011987.,Able Demolition,8976.38,HHF,06/15/2016,No,2,Dexter-Fenkell,42.401361,-83.133983,"location
(42.401361, -83.133983)"
6105 Hedge,13005096.,Able Demolition,20659.08,HHF,07/14/2017,No,5,Airport Sub,42.396899,-83.040093,"location
(42.396899, -83.040093)"
6001 E Nevada,13007994-5,Gayanga Co,11950.00,Non-HHF,03/22/2018,No,3,Grant,42.42656,-83.042258,"location
(42.42656, -83.042258)"
3411 Fremont,13002265.,Homrich,17828.75,HHF,08/08/2016,No,5,McDougall-Hunt,42.364174,-83.02929,"location
(42.364174, -83.02929)"
3539 Fremont,13002268.,Homrich,12228.75,HHF,08/08/2016,No,5,McDougall-Hunt,42.364643,-83.028008,"location
(42.364643, -83.028008)"
3573 Fremont,13002273.,Homrich,10700.00,HHF,07/22/2016,No,5,McDougall-Hunt,42.364843,-83.02746,"location
(42.364843, -83.02746)"
3646 E Canfield,13002285.,Homrich,14400.00,HHF,07/25/2016,No,5,McDougall-Hunt,42.365333,-83.026556,"location
(42.365333, -83.026556)"
3163 E Canfield,13002335.,Salenbien Trucking & Excavating Inc.,19259.82,HHF,10/18/2018,No,5,McDougall-Hunt,42.36394,-83.031995,"location
(42.36394, -83.031995)"
13732 Dwyer,13011717.,Able Demolition,7474.00,HHF,05/12/2016,No,3,Davison,42.41779,-83.040257,"location
(42.41779, -83.040257)"
3023 Clairmount,12002593.,DMC Consultants,20823.50,HHF,06/05/2017,No,5,Jamison,42.370797,-83.113189,"location
(42.370797, -83.113189)"
2633 Northwestern,10001338.,"Adamo Group, Inc.",16453.00,HHF,07/21/2016,No,5,Wildemere Park,42.361695,-83.101764,"location
(42.361695, -83.101764)"
2738 Glynn Ct,10002894.,DMC Consultants,22261.00,HHF,03/23/2017,No,5,Dexter-Linwood,42.378198,-83.114839,"location
(42.378198, -83.114839)"
15850 Lawton,12006176.,Rickman Enterprise Group,20820.00,HHF,06/04/2016,No,2,Pilgrim Village,42.408642,-83.129372,"location
(42.408642, -83.129372)"
15763 PRINCETON,12011146-7,Rickman Enterprise Group,18820.00,HHF,06/04/2016,No,2,Pilgrim Village,42.407397,-83.128891,"location
(42.407397, -83.128891)"
15365 Princeton,12011170.,Homrich,17586.00,HHF,01/08/2019,No,2,Pilgrim Village,42.404094,-83.128713,"location
(42.404094, -83.128713)"
15875 Alden,12011245.,Able Demolition,20383.54,HHF,04/24/2017,No,2,Pilgrim Village,42.408959,-83.130915,"location
(42.408959, -83.130915)"
15805 Alden,12011257.,Able Demolition,16165.05,HHF,06/22/2016,No,2,Pilgrim Village,42.407986,-83.130872,"location
(42.407986, -83.130872)"
5791 Missouri,10008681.,Salenbien Trucking & Excavating Inc.,25375.00,HHF,07/26/2016,No,5,NW Goldberg,42.354483,-83.097986,"location
(42.354483, -83.097986)"
2949 E Vernor,11001046.,Homrich,15128.75,HHF,08/08/2016,No,5,McDougall-Hunt,42.351717,-83.026702,"location
(42.351717, -83.026702)"
2957 E Vernor,11001047.,Salenbien Trucking & Excavating Inc.,7400.00,HHF,05/09/2016,No,5,McDougall-Hunt,42.351756,-83.026584,"location
(42.351756, -83.026584)"
3288 Grand,12004659.,Homrich,14630.00,HHF,07/05/2016,No,7,Oakman Blvd Community,42.392235,-83.130228,"location
(42.392235, -83.130228)"
18510 Hull,09019769.,"Adamo Group, Inc.",8099.00,Non-HHF,11/14/2017,No,3,Hawthorne Park,42.428304,-83.08844,"location
(42.428304, -83.08844)"
6172 Huber,13005120.,Able Demolition,7936.08,HHF,06/04/2016,No,5,Airport Sub,42.397248,-83.038848,"location
(42.397248, -83.038848)"
9603 Mt Elliott,13009585.,Rickman Enterprise Group,12960.00,HHF,07/11/2016,No,3,Airport Sub,42.399837,-83.037981,"location
(42.399837, -83.037981)"
9509 Mt Elliott,13009591.,Rickman Enterprise Group,9180.00,HHF,06/04/2016,No,3,Airport Sub,42.399189,-83.037957,"location
(42.399189, -83.037957)"
5357 Mt Elliott,13009775.,Homrich,14100.00,HHF,07/20/2016,No,5,Poletown East,42.373391,-83.029909,"location
(42.373391, -83.029909)"
2631 Mt Elliott,13009925.,Able Demolition,13646.62,HHF,06/04/2016,No,5,McDougall-Hunt,42.355939,-83.0184,"location
(42.355939, -83.0184)"
5311 Mitchell,11003497.,Smalley,11500.00,Non-HHF,07/10/2018,No,5,Poletown East,42.369444,-83.038704,"location
(42.369444, -83.038704)"
13769 Dwyer,13012075.,Able Demolition,11280.19,HHF,05/13/2016,No,3,Davison,42.418284,-83.040935,"location
(42.418284, -83.040935)"
2335 Calvert,10002965.,DMC Consultants,31928.00,HHF,03/27/2017,No,5,Dexter-Linwood,42.380564,-83.109469,"location
(42.380564, -83.109469)"
3270 Columbus,12001561.,Salenbien Trucking & Excavating Inc.,10312.50,HHF,08/09/2016,No,5,Wildemere Park,42.362004,-83.109555,"location
(42.362004, -83.109555)"
15471 Alden,12011282.,DMC Consultants,9237.50,HHF,07/28/2016,No,2,Pilgrim Village,42.405706,-83.13077,"location
(42.405706, -83.13077)"
2933 Hendricks,11001096.,DMC Consultants,18561.00,HHF,06/19/2017,No,5,McDougall-Hunt,42.352316,-83.027376,"location
(42.352316, -83.027376)"
14903 Wildemere,12005989.,Homrich,10130.00,HHF,06/28/2016,No,2,Dexter-Fenkell,42.400415,-83.132328,"location
(42.400415, -83.132328)"
14847 Wildemere,12005997.,Salenbien Trucking & Excavating Inc.,19885.00,HHF,04/05/2017,No,2,Dexter-Fenkell,42.399647,-83.132293,"location
(42.399647, -83.132293)"
3369 25th St,12009568.,Homrich,9800.00,HHF,05/31/2016,No,6,Chadsey Condon,42.333993,-83.095142,"location
(42.333993, -83.095142)"
20520 Hull,09019942.,Blue Star,11900.00,HHF,06/07/2016,No,3,Nolan,42.446593,-83.08895,"location
(42.446593, -83.08895)"
2732 Hunt,11001111.,DMC Consultants,7702.13,HHF,08/04/2016,No,5,McDougall-Hunt,42.352076,-83.02892,"location
(42.352076, -83.02892)"
2689 Charlevoix,11001199.,Homrich,14728.75,HHF,09/12/2016,No,5,McDougall-Hunt,42.35284,-83.03036,"location
(42.35284, -83.03036)"
4726 Ellery Pl,13009993.,Homrich,11928.75,HHF,08/15/2016,No,5,McDougall-Hunt,42.368086,-83.02841,"location
(42.368086, -83.02841)"
3708 Ellery,13010036.,Homrich,14028.75,HHF,08/15/2016,No,5,McDougall-Hunt,42.361365,-83.02449,"location
(42.361365, -83.02449)"
